Callsign,Frequency_MHz,Latitude,Longitude,SiteName,SiteLocation,State,Power_W,WFO,Status
WXM37,162.550,41.288056,-105.445,Cheyenne,Pole Mtn.,WY,1000,Cheyenne|WY,NORMAL
WNG568,162.525,44.195556,-107.511944,Worland,Greybull,WY,300,Riverton|WY,NORMAL
WNG660,162.500,44.243056,-105.538611,Gillette,Campbell County,WY,1000,Rapid City|SD,NORMAL
KXI37,162.425,41.6794,-107.2364,Rawlins,Elk Mtn.,WY,300,Cheyenne|WY,NORMAL
WXM47,162.400,42.734167,-106.333333,Casper,Casper Mtn.,WY,1000,Riverton|WY,NORMAL
WNG571,162.450,42.346111,-105.035278,Glendo,Glendo Reservoir,WY,1000,Cheyenne|WY,NORMAL
WNG723,162.450,43.499722,-109.6881,Dubois,Dubois,WY,300,Riverton|WY,NORMAL
WXM61,162.475,42.815539,-108.734083,Lander,Lander,WY,300,Riverton|WY,NORMAL
WNG573,162.500,43.437222,-107.997222,Thermopolis,Shoshoni,WY,300,Riverton|WY,NORMAL
WNG662,162.550,43.719909,-106.651011,Kaycee,Johnson County,WY,300,Riverton|WY,NORMAL
WNG569,162.475,42.8508,-110.9808,Afton,Star Valley,WY,300,Riverton|WY,NORMAL
KJY75,162.525,41.838611,-110.504722,Kemmerer,Kemmerer,WY,300,Riverton|WY,NORMAL
WNG679,162.500,42.844444,-109.924167,Pinedale,Pinedale,WY,300,Riverton|WY,NORMAL
KWN39,162.525,43.46306,-110.7633,Jackson,Snow King Mountain Resort,WY,300,Riverton|WY,NORMAL
